Id,Size,HistoricalPrice,CurrentPrice
8857,4856,134571,274240
8858,1826,323023,374400
8859,4465,455424,193322
8860,2890,315290,563920
8861,3899,145038,595862
8862,1511,172795,460325
8863,4985,407312,311661
8864,3092,309154,405919
8865,4179,167690,500116
8866,3266,476197,524575
8867,1442,111230,502323
8868,4901,445445,233562
8869,3362,236974,362301
8870,3224,428902,552428
8871,3275,127050,384572
8872,2726,461949,294922
8873,3006,305658,189767
8874,2695,431254,157322
8875,4977,464177,448055
8876,1266,176693,327652
8877,3917,484572,593838
8878,1837,119575,376995
8879,4450,290012,155678
8880,1488,402388,215265
8881,1701,377106,216918
8882,1686,331898,564996
8883,4361,356551,570722
8884,1995,462839,585512
8885,1356,348435,320954
8886,4728,347943,472654
8887,4815,190388,454346
8888,1871,327292,282777
8889,2973,177332,352605
8890,3251,284566,500127
8891,4284,489530,583946
8892,1551,407181,502160
8893,2810,212666,443195
8894,1322,227048,529426
8895,3641,362072,489809
8896,3228,445184,274559
8897,3546,211264,593683
8898,4391,261113,574001
8899,1082,372859,534971
8900,3350,423870,179402
8901,1261,495124,414848
8902,1783,480352,439171
8903,2223,268147,209092
8904,4311,295659,417869
8905,1913,415792,214105
8906,3739,121134,306295
8907,1943,346257,504449
8908,3730,418287,308456
8909,2318,169123,212993
8910,2535,276225,509825
8911,1688,233485,379500
8912,4952,321646,520177
8913,3443,253627,180027
8914,2772,300065,555983
8915,4209,483801,237017
8916,1838,166686,168354
8917,1877,474985,460921
8918,3870,132264,365754
8919,4200,336830,302973
8920,1048,285431,462110
8921,4747,472029,375335
8922,3836,329394,428659
8923,1292,240880,568022
8924,2651,152330,248698
8925,1535,214672,153573
8926,1310,400489,585157
8927,1536,139222,517554
8928,2926,157755,193915
8929,3686,371077,596996
8930,1233,430351,417204
8931,2232,274811,330166
8932,3652,278810,279471
8933,3141,466835,205421
8934,3374,205137,195610
8935,3272,315616,160933
8936,1966,460962,222168
8937,1889,460654,456042
8938,4863,199251,155589
8939,3058,246452,161612
8940,4400,380356,197611
8941,4083,390318,168888
8942,1034,237166,431561
8943,1446,204649,342395
8944,4523,151319,358623
8945,2763,277800,457584
8946,4291,187846,578960
8947,3488,270372,364463
8948,3700,154808,424035
8949,2558,499159,374370
8950,1594,311177,484275
8951,3025,142616,474237
8952,3276,436473,331366
8953,1343,334815,178557
8954,2103,256359,397368
8955,4424,490101,523273
8956,2419,265043,495961
8957,2313,156152,414336
8958,2478,142351,326104
8959,4914,291112,330923
8960,4742,327977,586077
8961,4036,319631,447090
8962,2151,484521,199884
8963,4773,160616,458504
8964,3956,342493,475396
8965,4614,254969,540795
8966,2921,385154,378917
8967,2382,221822,191472
8968,3574,251186,185455
8969,4384,381194,178672
8970,3122,346309,153756
8971,2569,383269,385437
8972,2894,275918,519071
8973,3243,454805,369526
8974,2866,357156,220030
8975,1028,188116,208151
8976,1705,219233,184047
8977,2020,452299,343463
8978,3063,491987,545437
8979,2446,113869,417308
8980,4660,162167,445766
8981,3852,287219,448124
8982,4664,343758,594954
8983,4476,243194,531672
8984,3987,274899,234688
8985,2659,244407,304684
8986,4602,351536,228066
8987,1966,425720,349948
8988,4685,121677,532091
8989,4975,225662,341644
8990,4148,176794,500804
8991,3276,175675,258115
8992,4009,404469,183043
8993,4368,140503,271886
8994,4581,381658,227831
8995,3762,156196,366855
8996,4031,456777,216250
8997,1572,281191,582038
8998,4609,183324,340496
8999,2606,241019,216345
9000,1614,447694,333950
9001,1325,442475,392591
9002,4434,263704,235898
9003,4740,250424,388429
9004,3922,385797,543252
9005,1358,298187,575618
9006,4777,459438,240034
9007,2810,143755,243923
9008,3371,466440,160273
9009,2721,198354,568246
9010,2349,434132,539563
9011,4696,400065,202460
9012,4896,408812,522947
9013,1164,417319,411940
9014,2596,278810,226939
9015,2627,415596,300111
9016,3845,299395,164017
9017,3502,408293,232901
9018,2176,344965,263000
9019,4808,377983,451359
9020,2150,102155,424727
9021,1192,154512,576135
9022,3674,448294,459169
9023,4845,226041,325326
9024,3577,388334,589491
9025,4081,373072,207943
9026,1091,410569,290586
9027,1138,174134,319488
9028,1480,209875,151511
9029,3496,317189,561858
9030,2356,224264,232151
9031,3916,280046,332966
9032,1339,472335,174225
9033,2075,279815,564062
9034,4778,465860,179152
9035,3513,301107,518197
9036,3765,156321,216107
9037,1798,475926,593570
9038,1474,209398,274387
9039,3448,421117,307260
9040,2462,152414,473054
9041,4949,348749,391608
9042,1604,391836,192530
9043,3979,468102,490897
9044,4044,410894,191999
9045,3969,430600,156609
9046,1820,386229,339841
9047,3704,385069,328469
9048,1597,367759,461466
9049,2532,399227,417295
9050,4224,472908,156406
9051,1513,109605,474822
9052,2526,473237,197062
9053,2877,406752,361501
9054,4972,490932,314028
9055,4843,119192,261377
9056,2699,496547,465974
9057,2029,413474,353753
9058,1499,328464,385303
9059,2684,412093,379975
9060,1716,168382,163133
9061,2141,199233,424353
9062,2508,152243,521972
9063,3648,462710,393693
9064,1665,420762,401061
9065,4750,238621,399336
9066,3515,480312,373573
9067,3208,152494,486825
9068,3317,319045,393733
9069,2079,386102,466489
9070,1227,320851,454729
9071,3896,207960,446782
9072,1148,202478,170645
9073,2069,105833,430552
9074,2167,348053,162521
9075,4821,199341,499558
9076,4855,302850,540576
9077,1631,194240,535664
9078,2363,470099,450365
9079,1412,308929,250131
9080,2755,270002,302158
9081,1519,263479,429067
9082,2367,366217,231761
9083,3434,379811,419346
9084,4544,106732,507819
9085,3322,417241,318278
9086,3400,103487,563101
9087,4137,331560,260443
9088,2102,419846,161218
9089,1597,357743,457836
9090,2659,457105,333761
9091,4273,185107,247148
9092,2685,207721,418860
9093,3605,433175,406448
9094,3160,446361,428232
9095,4162,376925,181001
9096,3188,402009,565800
9097,4360,108469,543166
9098,2924,407311,416430
9099,1729,355938,285811
9100,1588,312810,180158
9101,3458,382072,512537
9102,1376,307593,155605
9103,2407,401743,206492
9104,2869,428648,153321
9105,4223,170687,325613
9106,4906,471266,594917
9107,1750,263331,380592
9108,1626,356797,424314
9109,4390,186284,206045
9110,4440,185227,552149
9111,2629,197556,369300
9112,1994,143560,553122
9113,2583,389400,402985
9114,1702,106125,522684
9115,3509,104370,304886
9116,3059,104838,404599
9117,2179,214479,251101
9118,4755,157429,412962
9119,1476,496350,158434
9120,3986,342067,533638
9121,1400,143199,337225
9122,3855,177092,180571
9123,3224,487069,452838
9124,4412,264894,506570
9125,1056,324585,268792
9126,4926,382257,195485
9127,2875,294666,293141
9128,1447,196102,207198
9129,1202,364813,248316
9130,4768,280499,581878
9131,2656,244010,501114
9132,1737,498933,595385
9133,1201,439962,222928
9134,2353,295647,559318
9135,3410,179737,576673
9136,1891,124406,499942
9137,3501,327894,202290
9138,3403,112873,272664
9139,1215,225812,555148
9140,4019,444192,404628
9141,3602,123461,161766
9142,3934,113448,500391
9143,1022,115198,163292
9144,3202,173158,367295
9145,2209,325075,328703
9146,3296,266033,406817
9147,1748,274079,222944
9148,1804,165470,518590
9149,1133,283328,184533
9150,1320,120739,492917
9151,3437,446198,274433
9152,1433,420330,548994
9153,2045,126547,185059
9154,1872,194472,534562
9155,4671,447967,285938
9156,4736,206887,486109
9157,4196,282503,210661
9158,4150,309483,455496
9159,3905,372830,522195
9160,3098,248608,500517
9161,4799,396206,331808
9162,3223,410360,184075
9163,3917,393797,241931
9164,1252,121673,363023
9165,1965,241439,378594
9166,4317,119629,174104
9167,1738,220756,477971
9168,2129,211641,219222
9169,4264,387207,391955
9170,2339,381466,544858
9171,1301,315618,509157
9172,3595,374837,474989
9173,2977,240313,370758
9174,3763,464523,158769
9175,3826,374795,245369
9176,3315,257038,200375
9177,4241,371419,575294
9178,4057,145606,162268
9179,1550,101658,291916
9180,2478,325571,486318
9181,4722,172468,341835
9182,2315,270799,514821
9183,2587,249273,292305
9184,2822,141150,398339
9185,2824,346220,442640
9186,2164,377143,561022
9187,4217,351775,321398
9188,4496,368520,228807
9189,1313,413817,320585
9190,1183,365620,332833
9191,2687,348465,431609
9192,1712,432046,582718
9193,3175,453413,289322
9194,2310,309066,210503
9195,4894,198331,388026
9196,4324,111164,171310
9197,4849,401460,404740
9198,3747,299632,410199
9199,3433,260631,542445
9200,4301,425112,396501
9201,1270,297872,505662
9202,2794,240119,182206
9203,1810,303195,159764
9204,3462,499793,336668
9205,1197,234942,390269
9206,4394,134094,556058
9207,2079,417473,384099
9208,3878,240289,370651
9209,2226,445282,284048
9210,4854,166141,288498
9211,2644,253415,566103
9212,1627,228307,176710
9213,1603,281894,453531
9214,2161,445341,590686
9215,2445,444462,287558
9216,4886,261101,320330
9217,2080,179023,524562
9218,2585,414106,397704
9219,4057,475181,434767
9220,3118,270114,435950
9221,1910,187601,549189
9222,4985,184859,589431
9223,1593,190933,405223
9224,2395,145957,264162
9225,4688,445008,589155
9226,1599,488502,310229
9227,1513,405883,155521
9228,2895,400877,425035
9229,3131,145389,232331
9230,4041,260787,172474
9231,2066,270188,307579
9232,4737,419066,160687
9233,3886,117580,248550
9234,2957,478044,554225
9235,3653,494039,500906
9236,1809,359073,238484
9237,3180,323080,512619
9238,4466,369228,456435
9239,2088,440135,198296
9240,1289,182455,190225
9241,3423,474684,184828
9242,1768,476684,579318
9243,3514,353297,392463
9244,4969,243041,599558
9245,4284,379477,445856
9246,4219,489326,438967
9247,4644,329919,548577
9248,1470,136668,503518
9249,3196,374089,492318
9250,1087,202528,450196
9251,4395,146526,435409
9252,4966,147717,502431
9253,3443,332242,454156
9254,1789,315238,423060
9255,4475,337644,537606
9256,4153,452624,487189
9257,2664,309421,326604
9258,2309,235673,590875
9259,4453,375074,239860
9260,1864,104333,557219
9261,4863,302007,374551
9262,2293,220384,192634
9263,4363,117839,379709
9264,4524,413481,507623
9265,4786,120195,224992
9266,1023,189229,423513
9267,4003,475395,431473
9268,2886,212265,359826
9269,1310,360775,498844
9270,2484,271926,252960
9271,2231,464130,162410
9272,4863,413142,310802
9273,4788,298462,545881
9274,3711,393702,583115
9275,3485,365129,318775
9276,4609,423938,380083
9277,1705,143585,305244
9278,2359,315886,152684
9279,1421,402408,562966
9280,2773,446960,432031
9281,3368,134022,301898
9282,4568,118065,549396
9283,3634,476526,458923
9284,1946,228145,480239
9285,2186,449335,343360
9286,2834,433963,584121
9287,2564,469302,350579
9288,4236,299933,277510
9289,1848,327391,251261
9290,4769,365287,206068
9291,2589,332413,430257
9292,2318,419649,455005
9293,3089,262372,490631
9294,2947,391040,437761
9295,2308,347541,510474
9296,3986,334051,545799
9297,1386,412773,372236
9298,3035,139916,438394
9299,2161,161330,153055
9300,4258,369695,484481
9301,3025,463116,577642
9302,3957,481767,277615
9303,1715,287494,252255
9304,3478,475360,472676
9305,3601,429926,386675
9306,4933,427535,239376
9307,4487,467101,159933
9308,3847,223546,181979
9309,1425,487150,195047
9310,2439,163411,154137
9311,3073,340509,423567
9312,4442,173185,239851
9313,1384,231960,184482
9314,1055,227574,587372
9315,4324,288207,464627
9316,3681,129424,382723
9317,1105,141559,446898
9318,4201,348290,579528
9319,3896,373219,173363
9320,1669,279044,429229
9321,1375,372094,206889
9322,1742,236485,514234
9323,1966,139305,229951
9324,1307,365713,411050
9325,3138,166778,278227
9326,4464,464777,542069
9327,4605,392229,468558
9328,1801,458451,267159
9329,1109,454318,328124
9330,4632,136163,236934
9331,2664,149592,182691
9332,3632,318223,367252
9333,1339,288405,204697
9334,2588,479575,546260
9335,1978,108039,416027
9336,3403,239270,181712
9337,2915,265426,365932
9338,1167,346585,263655
9339,1556,365968,433689
9340,4523,412564,430348
9341,1904,451679,173268
9342,1104,103436,398562
9343,3047,193550,234383
9344,3197,271929,579355
9345,1145,116057,402982
9346,3763,101310,387903
9347,1873,226913,356724
9348,1298,344841,400736
9349,4238,354988,269755
9350,2736,166013,509084
9351,1645,422166,440580
9352,3770,239978,378757
9353,4119,240940,547341
9354,1637,118546,584750
9355,3286,198812,510668
9356,4078,172855,236842
9357,3511,133149,455117
9358,3500,475735,226369
9359,1783,298453,237533
9360,1896,254756,183521
9361,1370,392002,376556
9362,4620,145330,393251
9363,1486,355052,550704
9364,4282,290276,452118
9365,3037,454347,536044
9366,3212,387437,192448
9367,4196,419013,420082
9368,2360,452573,332185
9369,1191,235701,254262
9370,1729,105704,558986
9371,3261,232848,333707
9372,3621,288327,353243
9373,4399,148281,355237
9374,1956,216972,338894
9375,1380,213532,199934
9376,3720,166780,477670
9377,4649,494549,509348
9378,1797,300277,433631
9379,1238,344955,334391
9380,4603,417477,425013
9381,3747,258349,395979
9382,2105,281678,355827
9383,2386,233005,321869
9384,3552,264586,337370
9385,3249,353130,526720
9386,3967,338408,232209
9387,2527,189893,232299
9388,2667,323679,194933
9389,1036,425102,226579
9390,3691,130844,290642
9391,4660,476645,287958
9392,4672,453344,586303
9393,2996,100792,240177
9394,2425,183187,479863
9395,3812,142510,506750
9396,4927,213104,546990
9397,3753,304482,179018
9398,4247,401776,497983
9399,3592,267862,557488
9400,4641,445712,303658
9401,2490,360851,445689
9402,2224,165214,152566
9403,3587,144870,389471
9404,4618,359289,226489
9405,4064,148110,477499
9406,3022,471558,574912
9407,4708,236243,222940
9408,3441,240661,276731
9409,1832,118077,248382
9410,4113,427018,360674
9411,1596,346797,583951
9412,3440,269299,354447
9413,1699,371898,381538
9414,2646,387832,536009
9415,4854,369192,593853
9416,3018,384712,172129
9417,1440,459727,180845
9418,2860,194449,229449
9419,2640,145217,398380
9420,2529,279194,422883
9421,3965,264818,339244
9422,3367,227873,283745
9423,3600,387502,384669
9424,4286,214064,181171
9425,2094,373167,239179
9426,1567,195387,250022
9427,3966,259828,291696
9428,1235,285353,258906
9429,2304,186728,202930
9430,4034,278331,315680
9431,4688,249911,199649
9432,4973,389554,363528
9433,4958,205696,562905
9434,2185,373591,213503
9435,4262,217954,323196
9436,2032,186569,528803
9437,3107,337963,246875
9438,3940,306737,550803
9439,2840,458038,546743
9440,1224,376051,314139
9441,2842,121637,201538
9442,3747,269268,187455
9443,1581,326089,383547
9444,4876,328289,170243
9445,4358,233661,273793
9446,4041,123560,575909
9447,1168,365178,523515
9448,4133,231241,219231
9449,4420,192449,224648
9450,2465,103239,444203
9451,1013,103415,339939
9452,3211,439088,222778
9453,2443,234556,487621
9454,3804,416131,205283
9455,2870,118225,213853
9456,2543,180459,170001
9457,2689,292176,152700
9458,2571,383080,593373
9459,4631,401756,561301
9460,4668,457677,530134
9461,2051,483021,339219
9462,2731,464413,425483
9463,1445,139952,559050
9464,4279,421089,399126
9465,4541,318471,357692
9466,1715,367524,538522
9467,4023,281370,441687
9468,1818,180821,448074
9469,3151,247215,584290
9470,3789,411888,378510
9471,1425,304021,341745
9472,2124,262650,179044
9473,2564,442406,490817
9474,3686,419475,578121
9475,1849,192551,597220
9476,2545,425959,343833
9477,2129,171519,352556
9478,2702,250250,525141
9479,3001,192526,378479
9480,3816,306929,233725
9481,4878,291269,438156
9482,1276,209365,490657
9483,4136,398510,247585
9484,2806,199830,171694
9485,3947,337285,325460
9486,3235,404055,510904
9487,4388,445566,363440
9488,2939,153619,182835
9489,4209,384935,530921
9490,4414,370445,348470
9491,3152,226866,168186
9492,1545,331730,310617
9493,3427,203623,392130
9494,1109,474968,456535
9495,1544,136894,255858
9496,3401,441762,516343
9497,1742,433138,589004
9498,3364,141770,178401
9499,2289,122300,247764
9500,4765,218025,208611
9501,2875,299307,424346
9502,2088,482749,344440
9503,1332,140285,384891
9504,2536,297627,445279
9505,2156,217713,238121
9506,1591,263543,263944
9507,1782,148671,406556
9508,4824,480360,263765
9509,1539,382414,213535
9510,3782,219870,558113
9511,2558,227897,529472
9512,2519,345526,564507
9513,3668,334954,596624
9514,1618,434409,335165
9515,4728,270801,547723
9516,4440,111171,527617
9517,4937,422828,572070
9518,3956,149948,263056
9519,4981,134725,427619
9520,4722,381594,325977
9521,4867,488044,229870
9522,2833,184600,234366
9523,1991,235513,273836
9524,3146,211315,242814
9525,3364,120115,496429
9526,3170,199405,377119
9527,4391,187404,190185
9528,3846,317223,214398
9529,2616,244687,401326
9530,2518,245804,246682
9531,3504,210670,226593
9532,1521,142738,307499
9533,3567,342368,257518
9534,1916,232053,205535
9535,1716,293953,259626
9536,3362,289681,526334
9537,3756,443810,344762
9538,3757,446495,426204
9539,4613,302957,593857
9540,4550,110728,294679
9541,2936,467996,213560
9542,4091,446055,345285
9543,1559,217616,239610
9544,1968,318422,342848
9545,4201,398358,329936
9546,4364,289007,366381
9547,4968,318153,182970
9548,4203,407732,309282
9549,3403,250025,194088
9550,2077,430552,161683
9551,1889,396247,546178
9552,1792,170949,512775
9553,4458,325877,343320
9554,3312,251228,376608
9555,1981,113423,316624
9556,4286,400206,523933
9557,4531,273877,380179
9558,4529,364131,195321
9559,1801,162979,590566
9560,1042,399741,475709
9561,2609,183905,270454
9562,3909,258940,324933
9563,4349,176970,320236
9564,4909,163805,232095
9565,2777,219779,263610
9566,4201,157467,326035
9567,1349,207732,153532
